,Name,Spec,parx,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,BV,MV,BC,L,coords,pmra,pmdec,rv,Binary_Cut,MsEst,MsTrue,int_comp
1236,HIP 94336 A,G4V,40.899795501022496,0.0,6.52,5.85,0.0,0.0,6.98,6.996,,24.45,0.67,3.9086056827018045,-1.9399999999999995,2.5,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (288.02172852, 49.8542366, 24.45)>",-205.0,624.3,0.0,True,1.24295699102228,1.3048607092912898,0.14564016173704827
1237,HIP 94346,G8V,49.950049950049944,0.0,7.84,7.04,0.0,0.0,5.651,5.297,5.2,20.02,0.8,5.532679634283501,-1.5099999999999998,0.6,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (288.04632568, 57.67098999, 20.02)>",217.8,408.3,0.0,False,0.9427596285576666,0.9811153671834295,0.12640710411001124
1238,HIP 94376,G9III,33.478406427854026,0.0,4.05,3.05,0.0,0.0,1.375,0.837,0.7999999999999998,29.87,1.0,0.673823886979358,-2.3699999999999997,59.59,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (288.13815308, 67.66131592, 29.87)>",94.5,92.3,0.0,False,2.3560260130211934,2.507759912679645,0.03543619866155199
1239,HIP 94645,F8V,36.29764065335753,0.0,6.8,6.25,0.0,0.0,5.296,5.101,4.9399999999999995,27.55,0.55,4.04939198406098,-2.2,2.1,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (288.88815308, -24.17910576, 27.55)>",114.8,-101.8,0.0,False,1.212093130006583,1.1555193146964722,0.1313527089145043
1240,HIP 94650,K0V,38.066235249333836,0.0,8.97,8.05,0.0,0.0,6.453,6.092,5.940000000000001,26.27,0.92,5.952699636069649,-2.1000000000000005,0.44,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (288.89559937, 11.55513763, 26.27)>",184.0,-173.1,0.0,False,0.8819841831453277,0.9125479246015585,0.0363401404530815
1241,HIP 94739 A,K5V,62.11180124223601,0.0,10.82,9.36,0.0,0.0,6.45,5.774,5.549999999999999,16.1,1.46,8.325870619840751,-1.0399999999999991,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (289.17810059, -45.88834381, 16.1)>",215.7,-412.9,0.0,False,0.6283837167836185,0.6508344427194129,0.02291027673532533
1242,HIP 94757,G2V,33.80662609871534,0.0,7.49,6.92,0.0,0.0,5.88,5.631,5.53,29.58,0.57,4.565009151695632,-2.3499999999999996,1.31,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (289.21716309, -10.9717989, 29.58)>",153.9,9.9,0.0,False,1.107575404804971,1.1200426691042829,0.08404375578269303
1243,HIP 94761,M2V,170.94017094017093,0.0,10.579999999999998,9.12,0.0,0.0,5.583,4.929,4.669999999999999,5.85,1.46,10.284220669589097,1.1600000000000001,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (289.23165894, 5.17214108, 5.85)>",-578.9,-1331.7,0.0,False,0.4983777546889655,0.47583992738135045,0.13045195350912006
1244,HIP 94981,G8V,39.38558487593541,0.0,6.96,6.28,0.0,0.0,5.028,4.753,4.68,25.39,0.68,4.256686495631389,-2.0300000000000002,1.82,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (289.91268921, 37.33098602, 25.39)>",-62.2,-183.1,0.0,False,1.1685152146564666,1.1120572395099817,0.1443620923467853
1245,HIP 95149,G2V,53.10674455655868,0.0,7.11,6.48,0.0,0.0,5.319,5.05,4.930000000000001,18.83,0.63,5.105748399916677,-1.37,0.82,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (290.37374878, -34.98322296, 18.83)>",78.9,-108.9,0.0,False,1.010893533279097,0.9872576708123922,0.17961282773209272
1246,HIP 95319,G8V,63.45177664974618,0.0,7.17,6.37,0.0,0.0,5.369,4.743,,15.76,0.8,5.382218934232318,-0.9900000000000002,0.7,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (290.89147949, 33.22156906, 15.76)>",82.0,162.9,0.0,False,0.9660037594529721,1.0328379759790562,0.21387415570883228
1247,HIP 95447,G8IV,65.87615283267456,0.0,5.92,5.16,0.0,0.0,3.553,3.327,3.5300000000000002,15.18,0.76,4.253641142202692,-0.9100000000000001,1.84,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (291.24072266, 11.94285107, 15.18)>",721.3,643.6,0.0,False,1.1691398233047927,1.168119948515114,0.21772186313552877
1248,HIP 95467,K2V,37.36920777279521,0.0,9.42,8.39,0.0,0.0,6.664,6.243,6.1000000000000005,26.76,1.03,6.252569454521073,-2.1400000000000006,0.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (291.29125977, -66.46936798, 26.76)>",-231.7,236.0,0.0,False,0.8420335167649828,0.793703052608523,0.02315035971231228
1249,HIP 95492,F7V,36.509675063891926,0.0,6.69,6.19,0.0,0.0,5.08,4.931,4.86,27.39,0.5,4.002039838730193,-2.1900000000000004,2.19,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (291.35778809, 24.91430855, 27.39)>",-177.2,-631.1,0.0,False,1.2223568207563176,1.2188897437347177,0.13183214241377791
1250,HIP 95501,F2IV,64.3915003219575,0.0,3.6799999999999997,3.36,0.0,0.0,2.636,2.475,2.57,15.53,0.32,2.404142721357208,-0.96,9.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (291.3739624, 3.11457896, 15.53)>",253.1,80.7,0.0,False,1.6490322158288684,1.6180066333154526,0.14040004262473452
1251,HIP 95575,K3V,39.984006397441014,0.0,8.969999999999999,8.04,0.0,0.0,6.161,5.674,5.5699999999999985,25.01,0.93,6.049431541347486,-1.9899999999999993,0.47,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (291.60656738, 49.46357727, 25.01)>",457.2,714.0,0.0,False,0.8687974760741234,0.8201597407417851,0.03968791544275839
1252,HIP 95995 A,K1V,58.96226415094338,0.0,7.46,6.6,0.0,0.0,5.02,4.613,,16.96,0.86,5.452870760396525,-1.1499999999999995,0.69,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (292.78561401, 58.5869751, 16.96)>",-510.0,-397.5,0.0,False,0.9549880388256862,0.9712312300076357,0.1787575970985426
1253,HIP 96085,K2V,56.72149744753261,0.0,8.450000000000001,7.53,0.0,0.0,5.912,5.451,5.33,17.63,0.92,6.29873843850339,-1.2300000000000004,0.33,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.02734375, -11.27498627, 17.63)>",235.4,18.0,0.0,False,0.836120967397907,0.8151023134710782,0.10358347213261598
1254,HIP 96100,G9V,173.91304347826085,0.0,5.46,4.67,0.0,0.0,3.423,3.039,2.86,5.75,0.79,5.871660776551847,1.2000000000000002,0.44,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.08578491, 69.66540527, 5.75)>",598.4,-1738.8,0.0,False,0.8932583016095567,0.9361269208916125,0.37685285902652166
1255,HIP 96113,K4V,47.5963826749167,0.0,9.75,8.65,0.0,0.0,6.657,6.085,5.92,21.01,1.1,7.0378697379702375,-1.62,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.12698364, -35.45211029, 21.01)>",-289.1,161.4,0.0,False,0.7493800118421855,0.7353977975183464,0.02602588501184997
1256,HIP 96124,K0V,36.72420124862284,0.0,7.81,7.13,0.0,0.0,5.917,5.588,5.49,27.23,0.68,4.954761793300177,-2.1799999999999997,0.96,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.16784668, -28.0179863, 27.23)>",71.6,-748.4,0.0,False,1.0366617107174378,1.0151508888663876,0.07922490062681536
1257,HIP 96183,G5V,48.63813229571984,0.0,7.6000000000000005,6.86,0.0,0.0,5.567,5.254,5.15,20.56,0.74,5.29488444838381,-1.5600000000000005,0.71,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.35653687, 21.84082794, 20.56)>",-21.0,-204.8,0.0,False,0.97987279296245,0.9996895331109042,0.1371864428794225
1258,HIP 96258,F7V,39.8247710075667,0.0,6.1899999999999995,5.71,0.0,0.0,4.7,4.59,4.49,25.11,0.48,3.710766436435388,-2.0,2.82,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.58233643, 51.23707581, 25.11)>",31.7,-188.1,0.0,False,1.2881489076477899,1.3047626746325063,0.13962613631856416
1259,HIP 96285,K5V,69.30006930006928,0.0,10.71,9.33,0.0,0.0,6.714,6.142,5.9,14.43,1.38,8.53366834453253,-0.8000000000000007,0.08,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.66473389, 4.58175802, 14.43)>",524.9,312.1,0.0,False,0.6118570546884261,0.5900872495785946,0.02525275166119529
1260,HIP 96395,G0V,41.4765657403567,0.0,7.3500000000000005,6.73,0.0,0.0,5.509,5.282,5.220000000000001,24.11,0.62,4.819013948112732,-1.9100000000000001,1.06,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (293.98171997, 56.98438644, 24.11)>",0.2,-200.3,0.0,False,1.060622868024224,1.0675594630223209,0.12615888308284226
1261,HIP 96441,F4V,54.52562704471101,0.0,4.890000000000001,4.49,0.0,0.0,3.878,3.716,3.5200000000000005,18.34,0.4,3.1730033433299893,-1.3200000000000003,4.51,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (294.1105957, 50.2204628, 18.34)>",-8.2,263.0,0.0,False,1.4226449646785164,1.4838720487289319,0.15884564488181543
1262,HIP 96471 A,K2V,35.85514521333811,0.0,9.39,8.38,0.0,0.0,6.891,6.421,6.32,27.89,1.01,6.1527574286697515,-2.2300000000000004,0.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (294.19088745, -10.4427681, 27.89)>",-293.9,-273.4,0.0,False,0.8550295088356665,0.821118810232367,0.020882376604619217
1263,HIP 96656 A,K0V,33.67003367003367,0.0,8.940000000000001,8.06,0.0,0.0,6.422,5.98,5.890000000000001,29.7,0.88,5.696217753413939,-2.3600000000000003,0.56,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (294.77493286, 76.42167664, 29.7)>",158.2,141.4,0.0,False,0.9183957646861441,0.9279437272653127,0.028801252091219764
1264,HIP 96895,G2V,47.43833017077799,0.0,6.56,5.92,0.0,0.0,5.091,4.724,4.42,21.08,0.64,4.300646967297455,-1.62,1.7,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (295.45452881, 50.52544785, 21.08)>",-147.8,-158.8,0.0,False,1.1595494627662228,1.0963624318233471,0.17276431777874232
1265,HIP 96901,G5V,47.14757190004714,0.0,6.82,6.16,0.0,0.0,4.993,4.695,4.66,21.21,0.66,4.527296657417191,-1.6400000000000006,1.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (295.46707153, 50.51792145, 21.21)>",-135.2,-163.5,0.0,False,1.11479090506468,1.0490872962196345,0.173470756931026
1266,HIP 97096,G5V,57.47126436781609,0.0,10.610000000000001,9.64,0.0,0.0,8.083,7.635,7.550000000000001,17.4,0.97,8.437253758587001,-1.2100000000000009,0.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (295.98776245, -66.29355621, 17.4)>",-19.3,-214.1,0.0,False,0.6194327681654733,0.5835014714566648,0.011333847500141445
1267,HIP 97222 A,K3V,47.348484848484844,0.0,8.68,7.68,0.0,0.0,5.807,5.324,5.24,21.12,1.0,6.056530430691127,-1.62,0.46,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (296.38967896, 33.60305786, 21.12)>",13.3,-440.6,0.0,False,0.86784115865608,0.8757008755878025,0.07308646791630379
1268,HIP 97223,K5V,49.21259842519684,0.0,10.37,9.2,0.0,0.0,6.917,6.307,6.18,20.32,1.17,7.6603814819405915,-1.5399999999999991,0.14,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (296.39855957, 30.01046371, 20.32)>",-70.5,-99.9,0.0,False,0.6866287467342992,0.660358866235473,0.014539361993522569
1269,HIP 97292 A,M1V,73.47538574577516,0.0,11.74,10.22,0.0,0.0,6.883,6.215,6.040000000000001,13.61,1.52,9.550709373983327,-0.6699999999999999,0.05,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (296.59835815, 32.01800537, 13.61)>",464.9,-392.5,0.0,False,0.5408255870644745,0.5277272731127215,0.011351641306167747
1270,HIP 97295,F5V,47.10315591144606,0.0,5.47,5.0,0.0,0.0,4.048,3.982,,21.23,0.47,3.365250029170006,-1.63,3.84,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (296.6065979, 33.72868729, 21.23)>",23.1,-448.7,0.0,True,1.3725069210728589,1.3869458441759033,0.1498691526204774
1271,HIP 97420,G2III,38.10975609756097,0.0,7.5200000000000005,6.87,0.0,0.0,5.676,5.42,5.34,26.24,0.65,4.775180846481888,-2.09,1.1,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (297.00369263, 27.86898994, 26.24)>",-8.7,222.3,0.0,False,1.068525189702276,1.1244273984629267,0.10297243306616272
1272,HIP 97438,G0V,36.088054853843374,0.0,7.22,6.64,0.0,0.0,5.56,5.322,5.26,27.71,0.58,4.426817371088841,-2.21,1.49,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (297.06430054, 59.42261887, 27.71)>",15.8,116.5,0.0,False,1.1343348886686144,1.1436584594750205,0.11171196576606693
1273,HIP 97640,G5V,35.19887363604364,0.0,8.799999999999999,8.02,0.0,0.0,6.417,5.976,5.879999999999999,28.41,0.78,5.7526438313853205,-2.2699999999999996,0.54,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (297.6696167, 34.9495697, 28.41)>",318.5,201.3,0.0,False,0.9102002429141892,0.8981481658957747,0.033946021883835435
1274,HIP 97649,A7V,195.31249999999997,0.0,0.98,0.76,0.0,0.0,0.313,0.102,0.07000000000000006,5.12,0.22,2.213650195120846,1.45,10.65,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (297.69451904, 8.86738491, 5.12)>",536.8,385.5,0.0,False,1.7122510320139621,1.6018939134001602,0.20031830083100538
1275,HIP 97650,F3V,35.88087549336203,0.0,5.7299999999999995,5.38,0.0,0.0,4.661,4.625,4.45,27.87,0.35,3.154315156433479,-2.2199999999999998,4.56,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (297.69500732, -10.76358891, 27.87)>",-32.4,31.8,0.0,False,1.4276473004046204,1.4176375058043535,0.11449906814689848
1276,HIP 97675,F8V,52.110474205315256,0.0,5.66,5.12,0.0,0.0,4.234,3.863,,19.19,0.54,3.7046251263226426,-1.4100000000000001,2.88,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (297.7562561, 10.41605377, 19.19)>",240.1,-134.5,0.0,False,1.2895868780964372,1.3071232006091908,0.17271738634390427
1277,HIP 97767,G0V,37.56574004507888,0.0,6.8,6.16,0.0,0.0,5.284,4.718,4.58,26.62,0.64,4.033959744306719,-2.13,2.22,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (298.01516724, 11.62913895, 26.62)>",-345.2,-333.3,0.0,False,1.2154252172416065,1.188149223246452,0.13573117856218228
1278,HIP 97944,K4V,71.17437722419928,0.0,7.23,6.21,0.0,0.0,4.747,4.158,,14.05,1.02,5.471618378794506,-0.7299999999999995,0.8,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (298.57427979, -23.94007492, 14.05)>",-122.7,-409.9,0.0,False,0.9520951650194819,0.9842222279047138,0.23594954252115205
1279,HIP 98036,G8IV,72.99270072992701,0.0,4.57,3.71,0.0,0.0,2.294,1.925,1.71,13.7,0.86,3.0263971642179666,-0.6800000000000002,6.29,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (298.82818604, 6.40793324, 13.7)>",46.4,-481.3,0.0,False,1.462518173351089,1.4532506612788145,0.17230073768051365
1280,HIP 98066,G4III,38.47633705271258,0.0,5.45,4.7,0.0,0.0,3.353,2.96,2.87,25.99,0.75,2.6259686024949374,-2.0700000000000003,8.7,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (298.95925903, -26.29968643, 25.99)>",204.0,74.4,0.0,False,1.5791669838131248,1.6478113300740738,0.09655262692745172
1281,HIP 98106,K4V,42.444821731748725,0.0,9.440000000000001,8.38,0.0,0.0,6.589,6.1,5.950000000000001,23.56,1.06,6.51912356942468,-1.8600000000000012,0.3,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (299.06738281, -72.36357117, 23.56)>",-12.3,-300.5,0.0,False,0.8087334115657465,0.8131531175958352,0.028600639887800112
1282,HIP 98130,K4V,52.52100840336134,0.0,9.45,8.42,0.0,0.0,6.534,6.013,5.87,19.04,1.03,7.0216652797577215,-1.4000000000000004,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (299.15310669, -31.33539391, 19.04)>",408.0,33.0,0.0,False,0.7511318480132593,0.7482429798755781,0.040359104474702895
1283,HIP 98192,K1V,37.4251497005988,0.0,8.71,7.91,0.0,0.0,6.33,5.958,5.87,26.72,0.8,5.775817730982459,-2.13,0.51,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (299.30560303, 29.82344055, 26.72)>",107.7,236.2,0.0,False,0.9068650675609076,0.8765894471574108,0.03840451244898594
1284,HIP 98204,K4V,53.533190578158454,0.0,10.61,9.29,0.0,0.0,6.817,6.197,6.01,18.68,1.32,7.933115640529627,-1.3599999999999994,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (299.33206177, -12.56673813, 18.68)>",-94.5,-512.9,0.0,False,0.6617315468187509,0.6446201747537755,0.01732789890588348
1285,HIP 98316,K3V,44.88330341113105,0.0,9.58,8.53,0.0,0.0,6.672,6.188,6.069999999999999,22.28,1.05,6.790424067491543,-1.7399999999999993,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (299.63696289, -54.9365921, 22.28)>",109.2,-122.0,0.0,False,0.7768331186884466,0.8127032372948857,0.027737260125956342
1286,HIP 98416 A,G2V,45.04504504504504,0.0,6.45,5.88,0.0,0.0,4.836,4.574,4.4399999999999995,22.2,0.57,4.148235127746807,-1.7400000000000002,1.96,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (299.94787598, -9.95728397, 22.2)>",-246.7,-392.4,0.0,True,1.1910428267006097,1.2100084119103025,0.16327637163837252
1287,HIP 98470,F7V,47.05882352941176,0.0,6.15,5.65,0.0,0.0,4.513,4.641,4.48,21.25,0.5,4.013205328068349,-1.6400000000000006,2.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.08398438, -33.70274734, 21.25)>",130.8,-289.3,0.0,False,1.2199260835181536,1.2687092520440497,0.1679479933207416
1288,HIP 98505,G5V,51.41388174807197,0.0,8.58,7.65,0.0,0.0,6.073,5.587,5.5200000000000005,19.45,0.93,6.2054019716913675,-1.4500000000000002,0.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.18215942, 22.71146202, 19.45)>",-2.5,-250.8,0.0,False,0.8481382308673925,0.8901041259999698,0.08651185275094325
1289,HIP 98677,G7V,52.714812862414334,0.0,7.86,7.15,0.0,0.0,5.764,5.409,5.32,18.97,0.71,5.759663345556688,-1.3900000000000006,0.49,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.64273071, 15.59348965, 18.97)>",-160.1,-582.1,0.0,False,0.9091881221986796,0.8986982401120468,0.1228670894220594
1290,HIP 98679,K5V,39.40110323089046,0.0,9.809999999999999,8.69,0.0,0.0,6.616,6.05,,25.38,1.12,6.66754191120657,-2.0199999999999996,0.32,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.64511108, -50.0517807, 25.38)>",403.0,-344.4,0.0,False,0.7910414189811849,0.7819061038282039,0.017292052512995867
1291,HIP 98698,K4V,77.76049766718506,0.0,8.59,7.46,0.0,0.0,5.476,4.956,4.8,12.86,1.13,6.913795157058984,-0.5499999999999998,0.23,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.69625854, 3.32589507, 12.86)>",-92.3,120.8,0.0,False,0.7629560763522807,0.7389006531904326,0.15013854195334672
1292,HIP 98767,G6IV,63.05170239596468,0.0,6.48,5.73,0.0,0.0,4.554,4.239,4.050000000000001,15.86,0.75,4.7284840850920755,-1.0100000000000007,1.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.90393066, 29.89807892, 15.86)>",683.3,-524.1,0.0,False,1.0770343093454995,1.0470596952071023,0.2199824253756327
1293,HIP 98792,K1V,63.41154090044388,0.0,8.09,7.27,0.0,0.0,5.671,5.172,5.109999999999999,15.77,0.82,6.280841533355486,-0.9899999999999993,0.33,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (300.96984863, 23.34290314, 15.77)>",-1002.8,-912.5,0.0,False,0.8384055603583733,0.8726199831777297,0.13601742530122812
1294,HIP 98813,G1V,36.1794500723589,0.0,7.5200000000000005,6.91,0.0,0.0,5.795,5.534,5.43,27.64,0.61,4.702309806489196,-2.2,1.17,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.01092529, -37.8755455, 27.64)>",78.2,-388.2,0.0,False,1.0818450764426994,1.1358644319355922,0.09483921059618829
1295,HIP 98819,G1V,56.27462014631401,0.0,6.39,5.79,0.0,0.0,4.689,4.43,4.390000000000001,17.77,0.6,4.541562860973492,-1.25,1.35,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.02694702, 17.07116127, 17.77)>",-394.1,-406.4,0.0,False,1.1120537494343594,1.1184399034182675,0.20122748708018662
1296,HIP 98828,K3V,45.558086560364465,0.0,8.709999999999999,7.77,0.0,0.0,6.169,5.727,5.59,21.95,0.94,6.062827377109299,-1.71,0.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.04205322, 25.79032326, 21.95)>",-76.3,-39.0,0.0,False,0.8669941685248131,0.8994237992322801,0.06130537079452732
1297,HIP 98921,G5IV,53.219797764768494,0.0,6.83,6.18,0.0,0.0,4.923,4.743,4.619999999999999,18.79,0.65,4.810366099497371,-1.37,1.08,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.28994751, 38.47818756, 18.79)>",263.4,111.6,0.0,False,1.0621754508842127,1.005189134810876,0.1934987419828228
1298,HIP 98959,G3V,56.40157924421883,0.0,6.720000000000001,6.07,0.0,0.0,5.108,4.724,4.51,17.73,0.65,4.826456321995411,-1.2400000000000002,1.06,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.38119507, -67.31925964, 17.73)>",844.5,-674.7,0.0,False,1.0592892432812202,1.1206085074190448,0.2030244511794154
1299,HIP 99031,K0IV,41.7536534446764,0.0,6.2299999999999995,5.38,0.0,0.0,3.807,3.446,,23.95,0.85,3.48347241124709,-1.8899999999999997,4.16,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.59136963, 35.97353745, 23.95)>",-224.4,-440.6,0.0,False,1.3428345993837727,1.4117574868049123,0.13360333219330417
1300,HIP 99137,F8V,42.68032437046521,0.0,6.78,6.25,0.0,0.0,5.329,5.099,4.95,23.43,0.53,4.401138557015186,-1.8499999999999996,1.51,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (301.89611816, -55.01610184, 23.43)>",19.2,36.2,0.0,False,1.1394052214224726,1.1524954962259684,0.1575312768727778
1301,HIP 99240,G8IV,163.6661211129296,0.0,4.29,3.53,0.0,0.0,2.299,2.041,1.9,6.11,0.76,4.599793948787228,1.0699999999999998,1.33,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (302.17440796, -66.17932129, 6.11)>",1210.3,-1130.3,0.0,False,1.1009771712387486,1.073528556170299,0.3360289749532873
1302,HIP 99316 A,K0V,42.26542688081149,0.0,8.379999999999999,7.52,0.0,0.0,6.069,5.683,,23.66,0.86,5.649926298540441,-1.88,0.53,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (302.39291382, 16.80533981, 23.66)>",3.8,175.8,0.0,False,0.925199249353042,0.9456794922846451,0.07105349158051932
1303,HIP 99355,G5V,35.66333808844507,0.0,9.63,8.74,0.0,0.0,7.105,6.611,6.53,28.04,0.89,6.501109953526894,-2.24,0.27,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (302.49859619, 61.47371292, 28.04)>",-139.1,192.9,0.0,False,0.8109211993668674,0.8148836798528808,0.01451341545687173
1304,HIP 99385,K4V,64.02048655569781,0.0,10.190000000000001,8.9,0.0,0.0,6.485,5.867,5.69,15.62,1.29,7.9315948522935935,-0.9700000000000006,0.12,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (302.58276367, -20.49251556, 15.62)>",-457.4,-376.5,0.0,False,0.6618662979300555,0.636177682914927,0.036899400682910984
1305,HIP 99427,K5V,59.06674542232722,0.0,10.200000000000001,8.88,0.0,0.0,6.409,5.819,5.670000000000001,16.93,1.32,7.736715209455324,-1.1400000000000006,0.15,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (302.71777344, 77.2377243, 16.93)>",56.8,512.0,0.0,False,0.6795099087000076,0.6713530289719044,0.03181128769227013
